job_title,company,location,description,job_url,salary,company_logo,rating,experience,skills,source
Urgent Hiring - MIS Executive and Analyst,Probus Insurance Broker,Mumbai (All Areas),"<p>  </p><p><strong>Role of MIS Executive  Life Insurance Process</strong><br /> </p><p>Data Management & Consolidation<br /> </p><p>Collect and compile daily call & renewal data from the insurer & calling team.<br /> </p><p>Maintain master data for leads, renewals, follow-ups, and conversions.<br /> </p><p>Ensure data accuracy, completeness, and timely updates in reports or trackers.</p><p>Follow up on data discrepancies and ensure corrections are made promptly.  </p><p>Maintain historical data, recordings and report archives for audit and reference purposes.</p><p>Coordinate with <strong>POS partners</strong> for the sharing of lead data, follow-up updates, and renewal tracking.  </p>",https://www.naukri.com/job-listings-urgent-hiring-mis-executive-and-analyst-probus-insurance-broker-mumbai-all-areas-0-to-3-years-151225027239,1-3 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/4620281.gif,3.6,0-3 Yrs,"Advanced Excel,Pivot Table,SUMIF,Filters,Countif,VLOOKUP,Conditional Formatting,Lookup",Naukri
Mis Executive,Vrinda Global Private Limited,United States (USA),"Excellent analytical and problem-solving skills.  . Ability to work effectively in a team environment.  . Proficiency in MS Office applications,particularly Excel.  . Strong communication and interpersonal skills.  . Ability to adapt to changing priorities and deadlines",https://www.naukri.com/job-listings-mis-executive-vrinda-global-private-limited-united-states-usa-0-to-3-years-121225932776,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/4670047.gif,2.4,0-3 Yrs,"mis executive,hlookup,lookup,conditional formatting,macros,charts,sumif,data analysis",Naukri
Back office executive (Female),Rudr Consultancy Services,Udaipur,"Assisting and coordinating with the sales team and marketing team. supporting administrative staff. conducting marketing research. assisting front office staff in maintaining the office premises, scheduling events, and organizing meetings and app",https://www.naukri.com/job-listings-back-office-executive-female-rudr-consultancy-services-udaipur-0-to-2-years-261225920162,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/2413086.gif,4.7,0-2 Yrs,"marketing research,sales,front office,sales coordination,tally,data analysis,pivot table,vlookup",Naukri
Data Entry Executive,ADA Tech Solutions,Pune(Swar Gate),"Data Entry Executive responsible for accurate data input, updating records, maintaining databases, and ensuring data confidentiality. Basic computer knowledge, typing skills, and attention to detail required.",https://www.naukri.com/job-listings-data-entry-executive-ada-tech-solutions-pune-0-to-1-years-261225025923,1-2 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/3794020.gif,3.9,0-1 Yrs,"Data Entry,Back Office,Advanced Excel,Excel Sheet,Data Entry Operation,Office,Operations,Excel",Naukri
Data Entry Executive,Sky Industries,Navi Mumbai,"Key Responsibilities:
•	MS Excel and ERP systems (SAP – basic level)
•	Generate reports and summaries using MS Excel
Key Skills:
•	Minimum 0 to 1 year of experience in data entry
•	Basic knowledge of SAP / ERP software.
•	 Basic computer knowledge",https://www.naukri.com/job-listings-data-entry-executive-sky-industries-navi-mumbai-0-to-2-years-251225010879,2.25-3 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/687790.gif,3.3,0-2 Yrs,"ERP System,SAP,Excel Sheet,System,Data,Sheet,Excel,ERP",Naukri
Data Entry Executive,Besdeal Property Hub Llp,Kolkata,"<p><strong>Job Profile - Data Entry Executive -Back Office </strong></p><br /><p><strong>Responsibilities</strong>: accurate entry and maintenance of client, sales, and property data. Prepare MIS reports, manage documents, coordinate with teams, and ensure timely, error-free back-office support.</p>",https://www.naukri.com/job-listings-data-entry-executive-besdeal-property-hub-llp-kolkata-0-to-3-years-271225006653,2.04-2.58 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/12018279.gif,5.0,0-3 Yrs,"Excel,Typing Speed,Data Entry Operation,English,Bengali,Back Office,Computer,Hindi",Naukri
Mis Executive/Data Entry Operator-Warehouse (Jindpur-North West Delhi),New Bharat Impex,New Delhi(Alipur +1),"<p>The journey of Taj Mahal Basmati Rice, started in 1958 with a vision of reaching heights in the industry of rice millers, processors and exporters. Over the years, we have created a reputation for ourselves in the international market and enjoy a sterling name for our commitment to quality, cost effective pricing and ethical business practices. Our motive is to export premium quality basmati rice from India and cater our clients with the best products.</p><br /><p><strong>Key Responsibilities:</strong></p><ul><li>Maintain accurate records of rice inventory (raw, processed, and export-ready).</li><li>Manage packaging material stock (jute bags, PP bags, liners, pallets, labels, etc.).</li><li>Record daily inward and outward movement in Excel / Google-Sheets.</li><li>Conduct physical stock verification and reconciliation.</li><li>Ensure FIFO / FEFO inventory methods.</li><li>Coordinate with procurement, quality, and dispatch teams for smooth export operations.</li><li>Prepare and share daily / monthly stock reports.</li><li>Maintain warehouse hygiene and safety standards.</li></ul><br /><p>*Knowledge of MS-Excel and Google-Sheets is mandatory</p><br /><p>Job Location- Jindpur, North West Delhi</p><br /><br />",https://www.naukri.com/job-listings-mis-executive-data-entry-operator-warehouse-jindpur-north-west-delhi-new-bharat-impex-new-delhi-1-to-6-years-271125027815,2.5-3 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/6107159.gif,5.0,1-6 Yrs,"MIS,Google Sheets,Pivot Table,VLOOKUP,Advanced Excel,HLOOKUP,Google,Data",Naukri
Walk-In Drive Any Fresher's/Expr-MIS Executive/Ops/ MIS Coordinator,Wisdom Bridge Consultants,"Uttara Kannada, Tumkur, Udupi, Channagiri, Shimoga, Mudhol, Anekal, Gubbi, Ramanagara","Walk-in any Freshers 2019-2025 Passed out,MIS Reporting,Data Reporting,MIS Operations,Excel,Advanced Excel Reporting Skills",https://www.naukri.com/job-listings-walk-in-drive-any-fresher-s-expr-mis-executive-ops-mis-coordinator-wisdom-bridge-consultants-uttara-kannada-tumkur-udupi-channagiri-shimoga-mudhol-anekal-gubbi-ramanagara-0-to-5-years-151225018443,2.5-4 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/2144764.gif,1.8,1-2 years,"Data Validation,MIS Operations,Advanced Excel,MIS Reporting,VLOOKUP,MIS Preparation,MIS Development,Daily Reports",Naukri
Walk-In Drive Any  Fresher's/Expr-MIS Executive/Ops/ MIS Coordinator,Wisdom Bridge Consultants,"Haveri, Hassan, Mandya, Raichur, Gadag, Kolar, Mysuru, Koppal, Kodagu","Walk-in any Freshers 2019-2025 Passed out,MIS Reporting,Data Reporting,MIS Operations,Excel,Advanced Excel Reporting Skills",https://www.naukri.com/job-listings-walk-in-drive-any-fresher-s-expr-mis-executive-ops-mis-coordinator-wisdom-bridge-consultants-haveri-hassan-mandya-raichur-gadag-kolar-mysuru-koppal-kodagu-0-to-5-years-151225017823,2.5-4 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/2144764.gif,2.4,2-3 years,"Data Validation,MIS Operations,Advanced Excel,MIS Reporting,VLOOKUP,MIS Preparation,MIS Development,Daily Reports",Naukri
Walk-In Any Hiring Fresher's/Expr-MIS Executive/Ops/ MIS Coordinator,Wisdom Bridge Consultants,"Ballari, Bidar, Chitradurga, Dharwad, Vijayapura, Davangere, Dakshina Kannada, Belgaum, Chamarajanagar","Walk-in any Freshers 2019-2025 Passed out,MIS Reporting,Data Reporting,MIS Operatio",https://www.naukri.com/job-listings-walk-in-any-hiring-fresher-s-expr-mis-executive-ops-mis-coordinator-wisdom-bridge-consultants-ballari-bidar-chitradurga-dharwad-vijayapura-davangere-dakshina-kannada-belgaum-chamarajanagar-0-to-5-years-151225017491,2.5-4 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/2144764.gif,1.8,1-2 years,"Data Validation,MIS Operations,Advanced Excel,MIS Reporting,VLOOKUP,MIS Preparation,MIS Development,Daily Reports",Naukri
Assitant Manager MIS (MIS/Reporting in Excel ) - Chandigarh,eClerx,Chandigarh,"Shift Timing: Night Shift / Day Shift,But must be flexible as in when required. <br><br> Qualification - Graduate . <br><br>Must be handling a team of MIS / Reporting and Analytics Only in Excel . <br><br>Only candidates with expertise in Excel and experience in data visualization using Excel will be considered.""<br><br>Experience - 5+ Yrs,including experience in people management",https://www.naukri.com/job-listings-assitant-manager-mis-mis-reporting-in-excel-chandigarh-eclerx-chandigarh-5-to-10-years-141024011112,6.5-12 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/10472.gif,3.1,5-10 Yrs,"Data Presentation,Advanced Excel,Power Point Presentation,Data Visualization,Data Reporting,Reporting Analytics,Visual Analytics,Business Analytics",Naukri
Associate/Sr. Associate MIS,Acko,Bengaluru,"Educational qualification: Any Graduate or Postgraduate degree. Disclaimer: This job description has been sourced from a public domain and may have been modified by Naukri.com to improve clarity for our users<br><br> Job Requirements . Strong proficiency in Excel,Word,and PowerPoint<br><br>Experience with data visualization tools and techniques",https://www.naukri.com/job-listings-associate-sr-associate-mis-acko-bengaluru-0-to-2-years-241225503876,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/4912255.gif,3.5,0-2 Yrs,"data analytics,data analysis,mis reporting,team management,kpi,documentation,pivot table,power bi",Naukri
Data Operator,Teleperformance (TP),Mumbai," . Disclaimer: This job description has been sourced from a public domain and may have been modified by Naukri.com to improve clarity for our users<br><br>Maintaining confidentiality and security of sensitive data . Proficient in computer software programs such as Microsoft Excel,Access,and SQL . Strong communication skills",https://www.naukri.com/job-listings-data-operator-teleperformance-global-services-mumbai-0-to-5-years-160925503003,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/215164.gif,3.8,0-5 Yrs,"computer operating,data management,software,iso,pivot table,vlookup,accounting,sql",Naukri
Data Operator,Teleperformance (TP),Mumbai,"Teleperformance Global services is looking for Data Operator to join our dynamic team and embark on a rewarding career journey.  <br /> <br /> Collecting data from various sources and inputting it into databases or spreadsheets.Organizing and maintaining data files to ensure accuracy, completeness, and security.Performing regular backups of data to prevent loss in the event of a system failure.Checking data for errors or inconsistencies and correcting them as needed.Generating reports, charts, and other visual representations of data for analysis and presentation.Assisting with the development of data management systems and procedures.Collaborating with other team members to ensure data is accurate and up to date.Maintaining confidentiality and security of sensitive data.Proficient in computer software programs such as Microsoft Excel, Access, and SQL.Strong communication skills.  <br /> <div> <br /> Disclaimer: This job description has been sourced from a public domain and may have been modified by Naukri.com to improve clarity for our users. We encourage job seekers to verify all details directly with the employer via their official channels before applying.  </div>",https://www.naukri.com/job-listings-data-operator-teleperformance-global-services-mumbai-0-to-5-years-090925501277,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/215164.gif,3.8,0-5 Yrs,"session management,project management,data management,software,iso,pivot table,vlookup,avaya cms",Naukri
Accounts & MIS Executive,Perpetuity Capital,"Kolkata, New Delhi","Perpetuity Capital is looking for Accounts & MIS Executive to join our dynamic team and embark on a rewarding career journey. Sound Knowledge & hands on experience on H-look Up,V-Look Up,Pivot Table,Conditional Formatting etc . Good in preparing MIS Report .",https://www.naukri.com/job-listings-accounts-mis-executive-perpetuity-capital-kolkata-new-delhi-0-to-4-years-290825500997,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/7790785.gif,4.9,0-4 Yrs,"hlookup,conditional formatting,charts,data analysis,sumif,mis reporting,data validation,pivot table",Naukri
Data Entry Executive,Madhu Jayanti International,Coimbatore(SIDCO Private Industrial Estate),Experience: Fresher / Apprentice (01 year). CTC: Upto 2 LPA. Qualification: Any Graduation<br><br>Basic knowledge of MS Excel and MS Word . Good typing and data entry skills. <br><br>Coordinate with internal teams for smooth material handling. Key Skills Required:  . <br><br>Willingness to learn and follow processes,https://www.naukri.com/job-listings-data-entry-executive-madhu-jayanti-international-coimbatore-0-to-3-years-221225008060,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/4610465.gif,3.3,0-3 Yrs,"Printing,Packaging,Advanced Excel,Data Entry Operation,Data Processing,Data,Data entry,Excel",Naukri
Computer Operator,M.b.sons ( J ),Jaipur,"Perform data entry and maintain accurate records. Manage and update digital files, spreadsheets, and databases. Support administrative and operational teams with computer-based tasks. Assist in generating reports and maintaining documentation.",https://www.naukri.com/job-listings-computer-operator-m-b-sons-j-jaipur-0-to-5-years-131225013769,1.25-3 Lacs PA,https://img.naukimg.com/logo_images/groups/v1/4935025.gif,3.5,0-5 Yrs,"MIS,Advanced Excel,VLOOKUP,Computer Operating,Formulas,Lookup,Data Entry,HLOOKUP",Naukri
Analyst,eClerx,Chandigarh,Familiarity with CRM software and call center technology is a plus.  . High school diploma or equivalent<br><br> additional technical certifications are a bonus.  . Education: Bachelors degree in any field is preferred.  . <br><br>Previous experience in a technical support or customer service role is preferred.  . .,https://www.naukri.com/job-listings-analyst-eclerx-services-ltd-chandigarh-0-to-2-years-241225029423,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/10472.gif,3.1,0-2 Yrs,"voice,cold calling,customer service,verbal communication,policies,crm software,pivot table,call center technology",Naukri
Analyst,eClerx,Mohali,Familiarity with CRM software and call center technology is a plus.  . High school diploma or equivalent<br><br> additional technical certifications are a bonus.  . Education: Bachelors degree in any field is preferred.  . <br><br>Previous experience in a technical support or customer service role is preferred.  . .,https://www.naukri.com/job-listings-analyst-eclerx-services-ltd-mohali-0-to-2-years-241225026071,Not disclosed,https://img.naukimg.com/logo_images/groups/v1/10472.gif,3.1,0-2 Yrs,"voice,cold calling,customer service,verbal communication,policies,crm software,pivot table,call center technology",Naukri
